,sequence_id,x,y,width,height
308,0929422d-f20b-4a3e-8e77-46fe099c4920,598.0,346.0,106.0,109.0
309,4f385fd3-65ab-4f75-a764-02d881fefcad,586.0,348.0,122.0,96.0
310,1e9aec59-e28e-45f0-9761-364663d14e14,572.0,355.0,138.0,79.0
311,18c0fe30-b0de-4bfa-8a5c-9c1966ae576b,568.0,353.0,142.0,82.0
312,a95117d0-bec1-4f23-a047-bf29be5df120,587.0,347.0,119.0,105.0
313,a3e6e34a-d5b1-4aab-9d4b-b1b96ca7302d,597.0,348.0,106.0,103.0
314,3ebde1d1-6056-46d9-bb59-6563f525bc66,584.0,356.0,121.0,69.0
315,7aedbfbc-0528-41f5-81ca-1699d3f4cd6f,591.0,352.0,113.0,83.0
316,9dc3598e-2e22-4821-9c5b-6c0d49227e39,594.0,351.0,108.0,83.0
317,7173db3d-c280-4b14-91da-328686afd899,578.0,349.0,129.0,97.0
318,85541507-2b63-47ec-92b2-507616bb7ffe,601.0,350.0,100.0,84.0
319,69a51089-b982-4c79-a0f0-df2c4b9f835e,573.0,354.0,135.0,78.0
320,82c23d81-4ea8-4125-873d-172511d24c6e,596.0,354.0,105.0,75.0
321,1dac2f4d-3562-498e-8d46-9c581c572104,594.0,353.0,107.0,76.0
322,e8e6bf7c-7af5-4b9e-8713-dfc9b81366bb,574.0,354.0,133.0,75.0
323,6ab3855e-d281-4f94-94a6-52056b60f21c,588.0,355.0,114.0,69.0
324,55af3454-ed47-4987-9471-e5c5917fc442,575.0,351.0,132.0,92.0
325,671eb773-840e-4eb2-b924-1d1468b0427a,603.0,348.0,97.0,97.0
326,4c4648bd-db23-4a7b-8beb-a01e4224741e,586.0,353.0,117.0,79.0
327,9efb8d5f-3b6f-478c-a093-e7b38ef2c986,576.0,353.0,130.0,81.0
328,5f755a7b-939f-4d3c-a054-91fd60fe978d,606.0,343.0,92.0,118.0
329,466d5865-bdc6-4e76-8c12-c612a35a944c,597.0,344.0,104.0,113.0
330,7f4c6a90-551b-42d1-952f-e27f6209f89d,575.0,353.0,131.0,83.0
331,a055d271-ad04-44c7-9ee0-71aa17dd6d85,585.0,351.0,118.0,85.0
332,6835d060-e01b-4f71-b7e6-11ba91fb72e5,584.0,351.0,118.0,86.0
333,e3793a2c-8a79-4131-8bb0-5d9863f9d6be,603.0,353.0,95.0,81.0
334,0ada9746-277f-463c-a552-651883547bba,608.0,346.0,87.0,105.0
335,2c548608-1fda-47a3-9dd6-e5722f1a62ee,587.0,353.0,114.0,77.0
336,40c4099b-ce24-4240-9cc7-4acf18082a40,585.0,348.0,117.0,99.0
337,e949add1-3ad7-41d9-8674-c66b00d8d2d0,591.0,344.0,110.0,115.0
338,d1098c42-8b35-48ed-bf98-4074b41740a1,579.0,351.0,124.0,84.0
339,9a169efd-9e86-4e7f-86d9-ce4d53ca1de5,593.0,353.0,105.0,71.0
340,a1e132d7-1ca7-4c37-b06c-7fbd71baa7a3,577.0,351.0,127.0,88.0
341,023d6149-6551-4d4d-8e51-33a2203f8753,589.0,351.0,112.0,91.0
342,57ce2e4c-688b-4d1c-9030-cf34ff382e16,582.0,346.0,120.0,105.0
343,7ca2a689-a71d-43aa-9c95-ace602356219,585.0,356.0,116.0,67.0
344,80529cf1-2d34-43ba-9d60-bb8a37918ee0,580.0,353.0,123.0,83.0
345,158e2de3-36e9-4f62-a2a4-b6dac4974cb6,606.0,347.0,88.0,98.0
346,116f7a38-462d-4b90-9fc1-4895e8bd55c9,593.0,350.0,106.0,95.0
347,c1607dbf-b1a6-4c2d-b09b-528861d1d4e3,587.0,354.0,112.0,72.0
348,e012c426-69fd-45d8-9ddc-87b2427bd1b1,600.0,355.0,96.0,73.0
349,f182409b-5d6f-4d3b-8d8a-068873f4bf0c,,,,
350,08df6b5a-4657-4bee-85bf-c75975962e36,,,,
351,21c6a38d-ca38-4b22-8bbf-07559070c827,,,,
352,562ee864-89b1-4cd7-a863-ef84015d0c31,,,,
353,7456683d-384d-4c11-adca-994be39a4aad,,,,
354,ba638972-06aa-48fa-9e67-4ce071cf1dc5,,,,
355,92307ac8-5455-4cdc-bfde-a250d852da45,,,,
356,d8daf46a-ab2a-4cc5-b5e0-e5bfd64490f4,,,,
357,e54c3701-9c68-47fb-98f9-b6468d47006e,,,,
358,7e43fd17-681f-46e3-81e1-ca71c8f18642,,,,
359,dcf7feb8-d65d-4e1a-beb1-f5c7ba877f30,,,,
360,9609a860-e144-43e2-8897-90c7b6c06968,,,,
361,4353decf-d3a7-4504-936b-7b66beeec09c,,,,
362,c7f254e8-2951-41c0-beb2-b624044c26e3,,,,
363,f7bfb8a0-95d3-462c-8501-4a288f727a8c,,,,
364,8ffc7e9a-f2fa-4e30-8653-e2afae68d2f5,,,,
365,81f931f3-59be-4551-8839-013509179e66,,,,
366,4894450d-7729-4d48-8773-74b073fe6dd1,,,,
367,04f8039f-f56c-4b39-bb44-548ad5d1c127,,,,
368,f03e79f8-cb15-4c9e-951c-b2c6dd2200b4,,,,
369,5e30ba61-32de-4d54-95d1-a92f7908b9d9,,,,
370,483f8c3f-8835-432c-89f8-d93e32fe2342,,,,
371,089a655b-7d1a-4240-9d71-62f02f2a44b4,,,,
372,ab23c79b-cc90-489d-b073-5742ad4e2e98,,,,
373,7ab277a8-25ee-4698-b4ae-9a231378f950,,,,
374,0be2c06a-7a29-4fc0-bc3c-c447ae0982a5,,,,
375,39fcd37b-28b1-4aac-9fb8-85fc90afeeb3,,,,
376,7b564445-89e0-421d-9d7c-9f6f8127c72b,,,,
377,7ec92c06-2542-4da7-8c4e-7f74e5d4215b,,,,
378,16c81832-2475-459f-997e-ebfb267cd9a4,,,,
379,d5770cb8-5bf7-4dbb-bb77-184836cf4d22,,,,
380,8f0e54df-aa01-46b7-9d2c-54a4dff32d1d,,,,
381,2e79092a-482d-4b94-8a70-f7bbbcbfa9b0,,,,
382,69b040f0-35f9-482c-99b5-1d0b4a20ff44,,,,
383,bb313f41-e5d7-4c9a-a7ba-33fc0a18757f,,,,
384,fe863293-9391-4788-8a1a-dd1fa8984e09,,,,
385,a65785a7-3de9-4e66-989f-c2d94f11e6dd,,,,
386,cd1c1c42-ef11-4004-af72-a6a9262c2302,,,,
387,0d1f227a-0198-47ec-99c6-ba52d09492fa,,,,
388,04cc7a1f-4738-426b-94ef-9810802a34c6,,,,
389,feaa55a5-b6d3-4a13-a3ab-f97ab8a656db,,,,
390,734d2891-bbcb-49f8-825b-2fc3f06c9b2d,,,,
391,242a52ab-e6b0-4fa8-b734-2839f0d626fd,,,,
392,37756a25-7e52-4080-8c1e-eaec89029969,,,,
393,4d3a2d21-ba7d-494a-af7e-ed51d24ddc2d,,,,
394,4024c3aa-2be5-4fa1-b7ea-77f2961f29eb,,,,
395,18dcfb03-a00c-42a8-abc9-910c03b4d2a6,,,,
396,9f96be89-fea5-45e3-acce-a89b69f51c20,,,,
397,b01ec288-b55d-4eaa-82f4-2ac6cf39c347,,,,
398,b0121924-9c4a-438b-a750-9ff5252f3385,,,,
399,4b3d9956-3c9f-432c-9d12-793fcd1655ac,,,,
400,dbce3c7c-1a08-4487-8b0f-42f3d9c251ee,,,,
401,79d0dd92-c503-4958-bdde-4fe674f7130d,,,,
402,e715a995-9f41-471b-ac15-6e98b4fc4fca,,,,
403,bbfd1779-4551-4d33-be68-4beabf57cd6f,,,,
404,24926ff4-c4df-4dea-9458-5e1795cccec3,,,,
405,1e0729a3-1c78-4675-b149-0e652d8c0b1f,,,,
406,8bd23296-77ab-4ce8-9d48-1f43cb1aa58d,,,,
407,db4e14c8-c640-472e-8b52-8c79558a03be,,,,
408,b0004d16-6582-41d2-883c-3dbfbc8005ce,,,,
409,d6180baf-8498-456b-900e-3225871b9567,,,,
410,6047dcb5-1d4c-4928-b195-561f4969e867,,,,
411,34653c41-7810-4a11-9005-142b33aa2898,,,,
412,47705d84-d11e-4b04-99b0-0643e24f84e0,,,,
413,bcd49ce8-3ef7-4763-9d05-4b01f7836df6,,,,
414,e052cdd9-a34b-416d-8d7b-63dfe7663866,,,,
415,f3066c5b-1a38-463e-bb7c-2e68e5c7500b,,,,
416,5c0fceb8-4526-4702-a32a-d49b8f9d2820,,,,
417,6d2a4b26-2156-4854-8587-28d6ddfee2b6,,,,
418,ec406e67-b6c9-44f6-9a50-627630681c4d,,,,
419,ab8e5976-68f7-4595-b12d-6859f70f9897,,,,
420,c3a539fe-0515-48d6-af5a-29261102caa0,,,,
421,9395f7de-0a5e-401a-98c7-24f7e4122ce9,,,,
422,5d4d073d-ceb1-4f68-94e9-8f25752e4d36,,,,
423,0ef24685-f514-44b1-801f-71ff9f10a02d,,,,
424,b7a969da-0420-4b87-aab9-dfbca624476c,,,,
425,81d3da32-0d52-4951-9aae-ae61933c8313,,,,
426,2c905001-2438-4439-9925-2a54ce7f7685,,,,
427,458a7d20-675c-4e90-88b7-f730589595ad,,,,
428,e48c3291-3137-4e26-b3ac-3e76a13962ea,,,,
429,74c2a76a-8ae8-49c8-963b-d6094ad57b61,,,,
430,1c243a41-59bc-4753-92ad-15b3ed9ef27b,,,,
431,8e40f6d8-3c03-4eb2-9e69-fb4c094258ab,,,,
432,fcd5a140-0a30-478a-9223-9563d670b9bb,,,,
433,88579875-fb5e-468e-9052-d5eb52404a3a,,,,
434,aa06fef3-ecbd-495f-a740-fbb92a3ff2f0,,,,
435,17d59e47-2c22-462b-afe9-63b69631109a,,,,
436,2b9f70f4-9c0e-41c0-9f3b-f3a4ec38120a,,,,
437,8617ae28-1444-45d7-b65f-d3d3993562e2,,,,
438,c4d25492-fb14-43e8-9cdf-dc0551e2fa16,,,,
439,f09c9578-5f57-4507-b12c-cfeb7cd6fd37,,,,
440,be127741-d9cb-497b-ba4f-2ed0586b43dd,,,,
441,de2700cb-f238-48f9-aa27-074423c484ac,,,,
442,1b718729-c9ea-4c48-b685-1c5d26ab5972,,,,
443,bbcf0b8e-75a7-4fc0-95a6-fa409ed6b06c,,,,
444,1f1e5115-1945-4656-b11a-731de6a9f29d,,,,
445,ba56b86a-8102-43c6-9225-f0a753c881ac,,,,
446,1e101d01-2cf9-4579-9807-48e757508153,,,,
447,2c40e9c6-0c5b-4f0e-98dc-ebe2126234ae,,,,
448,9eedc8fd-74ed-42ba-9372-39531ddaacb3,,,,
449,32532241-9ff0-4790-96cd-b2cddd2de9b6,,,,
450,9f82b5a5-cd30-4d40-9616-5e3a901feda4,,,,
451,35e766d5-dca4-4bcb-9d88-9e4c0e8ed002,,,,
452,7112ce07-4709-4b3d-b5ac-ad2e1489025f,,,,
453,dea700bb-a738-44b6-a999-a0306cd38fda,,,,
454,cf8c438c-50b8-43e6-b5c0-fc8737e41946,,,,
455,1559026c-44bd-441d-85dd-c416a9ad33cc,,,,
456,c841000a-1d02-46a7-a5b9-20ff71be1542,,,,
457,d8b325c7-114c-46d3-805d-beb0d57ecb63,,,,
458,995c0f9f-00e0-404a-b261-d7ef431fb0c4,,,,
459,fd141193-e8ef-417e-a95b-b9d0f2799f6b,,,,
460,4e9e25a1-3079-474f-8948-835887f8d6ab,,,,
461,667c2d96-1cc4-4a22-b489-0825145b9cf6,,,,
462,25cd079e-bec6-415b-b2bb-a133d6f429ce,,,,
463,563fb332-0357-4deb-a6ba-ef34bea8ce24,,,,
464,3fa2f96b-2dd9-437f-9743-f41910c2fc6f,,,,
465,e73099e9-27da-4c29-bd05-5b82083a3e2f,,,,
466,86ad8c75-ca08-443d-8ad6-5aca8ea4f941,,,,
467,99032ac6-1f21-4fe0-ab3a-69328949ee97,,,,
468,e2c345dc-970d-4a63-b34f-0c1907218498,,,,
469,8a888dd4-34a4-4e01-a493-725fb688d4e0,,,,
470,8f4ce6ce-0311-4fac-91de-df13c10f0569,,,,
471,506e8ef4-52bd-4ad4-95cb-3e86adc13255,,,,
472,c8f99059-40b2-441b-b5a9-9240d30abb2d,,,,
473,cd874504-a19b-4d1a-97e8-0eaf51dd9e58,,,,
474,b648d390-e498-4d3f-91e1-b4a2a1eeb3c4,,,,
475,9f0acb06-9e6b-4a10-916b-f9000dc4c6d9,,,,
476,8dc42a2e-b8eb-447a-95ac-5cda8bbed97b,,,,
477,b84d7505-a8c7-4b35-b8cc-401533b8b17b,,,,
478,65470ecd-a857-4ab1-b3d4-5ddef799fcaa,,,,
479,30e9a29e-2656-4b50-b3bf-888bc08dfb56,,,,
480,5a871eea-b40f-4445-a619-2870a189eb20,,,,
481,c870be3a-f0ee-4995-b166-45e6a2112a8e,,,,
482,77083cfb-998c-4fe0-bef8-d991493f47df,,,,
483,0a9f7563-8fba-4892-9174-829d70455403,,,,
484,bc26343e-0f82-4165-b242-1df478cb3c79,,,,
485,16b1f175-01f4-4bcb-93d6-135809203419,,,,
486,e91cf2e7-8f25-47cc-8905-18a3d51a024b,,,,
487,1b784648-e5f8-41a3-83c8-ae15d9cf3492,,,,
488,04911e33-7928-4e27-9b31-2027541e0424,,,,
489,233bae4b-9fa6-41c8-87fa-33d759efb9c1,,,,
490,0b66a5ab-47a2-4db2-bfc3-9f42f6caec3d,,,,
491,a44f3faa-76e3-4060-855a-de04fff3ed0f,,,,
492,fcbd3f0a-8c5e-45cf-91d9-3d186de360cf,,,,
493,0aa1d0b0-d5ba-4a7c-9e0b-77da134bf7ed,,,,
494,4b2defd5-cfa0-42c5-b081-b7d01ab5767c,,,,
495,0f61d0fd-8803-461a-ac48-86716b409425,,,,
496,1eb8f6ae-a892-4b85-aff9-aaa194203d2e,,,,
497,c46da850-dcc9-4931-88ea-efc091321312,,,,
498,98946f35-07b1-451d-9a08-77a08aecca47,,,,
499,f7746758-637c-4cef-87ff-517af88034ae,,,,
500,2b3660aa-8365-4989-8477-ef228fa778a7,,,,
501,6156aca3-fea0-4a8d-ab9d-1d13052fd24a,,,,
